FECHA_CONTROL;LIQUIDEZ;RESTAN;INGRESOS_MES;GASTOS_MES;BENEFICIO;IVA_ESTIMADO;IRPF_ESTIMADO;VISITAS;TICKET_MEDIO;SERVICIOS;RENTABILIDAD;INGRESO_HORA
07/04/2026; 11.149,11 € ; 4.666,46 € ;1080;2047,05;-967,05;-144,8861157;-193,41;14;77,14285714;20;85,09%;90
